"Imbalance settlement period (UTC)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"20.04.2022 00:00 - 20.04.2022 01:00","167.00","","","","167.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 01:00 - 20.04.2022 02:00","174.00","","","","174.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 02:00 - 20.04.2022 03:00","178.50","","","","178.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 03:00 - 20.04.2022 04:00","180.50","","","","180.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 04:00 - 20.04.2022 05:00","227.24","","","","227.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 05:00 - 20.04.2022 06:00","330.96","","","","330.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 06:00 - 20.04.2022 07:00","322.92","","","","322.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 07:00 - 20.04.2022 08:00","180.00","","","","180.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 08:00 - 20.04.2022 09:00","58.00","","","","58.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 09:00 - 20.04.2022 10:00","58.00","","","","58.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 10:00 - 20.04.2022 11:00","164.00","","","","164.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 11:00 - 20.04.2022 12:00","164.00","","","","164.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 12:00 - 20.04.2022 13:00","158.90","","","","158.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 13:00 - 20.04.2022 14:00","24.27","","","","24.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 14:00 - 20.04.2022 15:00","42.00","","","","42.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 15:00 - 20.04.2022 16:00","54.00","","","","54.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 16:00 - 20.04.2022 17:00","159.24","","","","159.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 17:00 - 20.04.2022 18:00","178.50","","","","178.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 18:00 - 20.04.2022 19:00","470.50","","","","470.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 19:00 - 20.04.2022 20:00","403.29","","","","403.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 20:00 - 20.04.2022 21:00","503.98","","","","503.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 21:00 - 20.04.2022 22:00","530.51","","","","530.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 22:00 - 20.04.2022 23:00","179.00","","","","179.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2022 23:00 - 21.04.2022 00:00","172.00","","","","172.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 00:00 - 21.04.2022 01:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 01:00 - 21.04.2022 02:00","157.50","","","","157.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 02:00 - 21.04.2022 03:00","206.60","","","","206.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 03:00 - 21.04.2022 04:00","825.40","","","","825.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 04:00 - 21.04.2022 05:00","645.24","","","","645.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 05:00 - 21.04.2022 06:00","537.57","","","","537.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 06:00 - 21.04.2022 07:00","672.12","","","","672.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 07:00 - 21.04.2022 08:00","429.49","","","","429.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 08:00 - 21.04.2022 09:00","177.00","","","","177.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 09:00 - 21.04.2022 10:00","164.50","","","","164.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 10:00 - 21.04.2022 11:00","144.58","","","","144.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 11:00 - 21.04.2022 12:00","142.27","","","","142.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 12:00 - 21.04.2022 13:00","155.50","","","","155.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 13:00 - 21.04.2022 14:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 14:00 - 21.04.2022 15:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 15:00 - 21.04.2022 16:00","178.52","","","","178.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 16:00 - 21.04.2022 17:00","178.52","","","","178.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 17:00 - 21.04.2022 18:00","470.49","","","","470.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 18:00 - 21.04.2022 19:00","179.50","","","","179.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 19:00 - 21.04.2022 20:00","179.50","","","","179.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 20:00 - 21.04.2022 21:00","163.50","","","","163.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 21:00 - 21.04.2022 22:00","141.00","","","","141.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 22:00 - 21.04.2022 23:00","156.50","","","","156.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2022 23:00 - 22.04.2022 00:00","146.50","","","","146.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 00:00 - 22.04.2022 01:00","146.50","","","","146.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 01:00 - 22.04.2022 02:00","146.50","","","","146.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 02:00 - 22.04.2022 03:00","121.00","","","","121.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 03:00 - 22.04.2022 04:00","143.00","","","","143.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 04:00 - 22.04.2022 05:00","143.00","","","","143.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 05:00 - 22.04.2022 06:00","157.00","","","","157.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 06:00 - 22.04.2022 07:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 07:00 - 22.04.2022 08:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 08:00 - 22.04.2022 09:00","154.00","","","","154.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 09:00 - 22.04.2022 10:00","142.50","","","","142.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 10:00 - 22.04.2022 11:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 11:00 - 22.04.2022 12:00","6.00","","","","6.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 12:00 - 22.04.2022 13:00","6.00","","","","6.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 13:00 - 22.04.2022 14:00","6.00","","","","6.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 14:00 - 22.04.2022 15:00","7.00","","","","7.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 15:00 - 22.04.2022 16:00","50.00","","","","50.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 16:00 - 22.04.2022 17:00","180.26","","","","180.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 17:00 - 22.04.2022 18:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 18:00 - 22.04.2022 19:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 19:00 - 22.04.2022 20:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 20:00 - 22.04.2022 21:00","130.87","","","","130.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 21:00 - 22.04.2022 22:00","5.00","","","","5.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 22:00 - 22.04.2022 23:00","2.00","","","","2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2022 23:00 - 23.04.2022 00:00","2.00","","","","2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 00:00 - 23.04.2022 01:00","2.61","","","","2.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 01:00 - 23.04.2022 02:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 02:00 - 23.04.2022 03:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 03:00 - 23.04.2022 04:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 04:00 - 23.04.2022 05:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 05:00 - 23.04.2022 06:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 06:00 - 23.04.2022 07:00","15.00","","","","15.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 07:00 - 23.04.2022 08:00","82.69","","","","82.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 08:00 - 23.04.2022 09:00","49.62","","","","49.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 09:00 - 23.04.2022 10:00","5.00","","","","5.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 10:00 - 23.04.2022 11:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 11:00 - 23.04.2022 12:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 12:00 - 23.04.2022 13:00","0.11","","","","0.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 13:00 - 23.04.2022 14:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 14:00 - 23.04.2022 15:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 15:00 - 23.04.2022 16:00","12.00","","","","12.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 16:00 - 23.04.2022 17:00","138.87","","","","138.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 17:00 - 23.04.2022 18:00","168.19","","","","168.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 18:00 - 23.04.2022 19:00","171.36","","","","171.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 19:00 - 23.04.2022 20:00","138.05","","","","138.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 20:00 - 23.04.2022 21:00","118.23","","","","118.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 21:00 - 23.04.2022 22:00","97.95","","","","97.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 22:00 - 23.04.2022 23:00","100.58","","","","100.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2022 23:00 - 24.04.2022 00:00","93.14","","","","93.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 00:00 - 24.04.2022 01:00","91.92","","","","91.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 01:00 - 24.04.2022 02:00","87.88","","","","87.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 02:00 - 24.04.2022 03:00","84.06","","","","84.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 03:00 - 24.04.2022 04:00","87.84","","","","87.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 04:00 - 24.04.2022 05:00","87.81","","","","87.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 05:00 - 24.04.2022 06:00","95.10","","","","95.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 06:00 - 24.04.2022 07:00","96.51","","","","96.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 07:00 - 24.04.2022 08:00","36.00","","","","36.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 08:00 - 24.04.2022 09:00","28.00","","","","28.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 09:00 - 24.04.2022 10:00","28.00","","","","28.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 10:00 - 24.04.2022 11:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 11:00 - 24.04.2022 12:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 12:00 - 24.04.2022 13:00","14.00","","","","14.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 13:00 - 24.04.2022 14:00","14.00","","","","14.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 14:00 - 24.04.2022 15:00","71.07","","","","71.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 15:00 - 24.04.2022 16:00","111.73","","","","111.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 16:00 - 24.04.2022 17:00","165.01","","","","165.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 17:00 - 24.04.2022 18:00","198.65","","","","198.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 18:00 - 24.04.2022 19:00","224.95","","","","224.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 19:00 - 24.04.2022 20:00","216.66","","","","216.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 20:00 - 24.04.2022 21:00","199.77","","","","199.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 21:00 - 24.04.2022 22:00","186.99","","","","186.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 22:00 - 24.04.2022 23:00","180.00","","","","180.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2022 23:00 - 25.04.2022 00:00","183.78","","","","183.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 00:00 - 25.04.2022 01:00","173.00","","","","173.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 01:00 - 25.04.2022 02:00","173.00","","","","173.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 02:00 - 25.04.2022 03:00","183.00","","","","183.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 03:00 - 25.04.2022 04:00","183.00","","","","183.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 04:00 - 25.04.2022 05:00","238.30","","","","238.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 05:00 - 25.04.2022 06:00","450.00","","","","450.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 06:00 - 25.04.2022 07:00","400.00","","","","400.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 07:00 - 25.04.2022 08:00","185.00","","","","185.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 08:00 - 25.04.2022 09:00","185.00","","","","185.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 09:00 - 25.04.2022 10:00","183.00","","","","183.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 10:00 - 25.04.2022 11:00","185.00","","","","185.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 11:00 - 25.04.2022 12:00","268.81","","","","268.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 12:00 - 25.04.2022 13:00","309.89","","","","309.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 13:00 - 25.04.2022 14:00","470.28","","","","470.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 14:00 - 25.04.2022 15:00","295.00","","","","295.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 15:00 - 25.04.2022 16:00","209.25","","","","209.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 16:00 - 25.04.2022 17:00","537.49","","","","537.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 17:00 - 25.04.2022 18:00","273.88","","","","273.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 18:00 - 25.04.2022 19:00","275.71","","","","275.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 19:00 - 25.04.2022 20:00","264.93","","","","264.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 20:00 - 25.04.2022 21:00","254.00","","","","254.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 21:00 - 25.04.2022 22:00","235.44","","","","235.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 22:00 - 25.04.2022 23:00","212.54","","","","212.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2022 23:00 - 26.04.2022 00:00","205.01","","","","205.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 00:00 - 26.04.2022 01:00","204.59","","","","204.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 01:00 - 26.04.2022 02:00","201.07","","","","201.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 02:00 - 26.04.2022 03:00","204.16","","","","204.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 03:00 - 26.04.2022 04:00","232.95","","","","232.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 04:00 - 26.04.2022 05:00","266.52","","","","266.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 05:00 - 26.04.2022 06:00","182.00","","","","182.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 06:00 - 26.04.2022 07:00","182.00","","","","182.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 07:00 - 26.04.2022 08:00","182.00","","","","182.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 08:00 - 26.04.2022 09:00","376.33","","","","376.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 09:00 - 26.04.2022 10:00","182.00","","","","182.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 10:00 - 26.04.2022 11:00","219.41","","","","219.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 11:00 - 26.04.2022 12:00","169.17","","","","169.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 12:00 - 26.04.2022 13:00","150.03","","","","150.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 13:00 - 26.04.2022 14:00","124.00","","","","124.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 14:00 - 26.04.2022 15:00","162.26","","","","162.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 15:00 - 26.04.2022 16:00","169.64","","","","169.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 16:00 - 26.04.2022 17:00","260.63","","","","260.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 17:00 - 26.04.2022 18:00","281.00","","","","281.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 18:00 - 26.04.2022 19:00","286.76","","","","286.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 19:00 - 26.04.2022 20:00","270.01","","","","270.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 20:00 - 26.04.2022 21:00","161.01","","","","161.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 21:00 - 26.04.2022 22:00","141.79","","","","141.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 22:00 - 26.04.2022 23:00","152.85","","","","152.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2022 23:00 - 27.04.2022 00:00","198.01","","","","198.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 00:00 - 27.04.2022 01:00","123.42","","","","123.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 01:00 - 27.04.2022 02:00","204.10","","","","204.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 02:00 - 27.04.2022 03:00","203.93","","","","203.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 03:00 - 27.04.2022 04:00","209.94","","","","209.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 04:00 - 27.04.2022 05:00","244.20","","","","244.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 05:00 - 27.04.2022 06:00","376.39","","","","376.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 06:00 - 27.04.2022 07:00","317.23","","","","317.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 07:00 - 27.04.2022 08:00","179.00","","","","179.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 08:00 - 27.04.2022 09:00","180.50","","","","180.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 09:00 - 27.04.2022 10:00","189.00","","","","189.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 10:00 - 27.04.2022 11:00","207.92","","","","207.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2022 11:00 - 27.04.2022 12:00","202.98","","","","202.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
